CI,source_file,status,rows_total,rows_complete,rows_inside_domain,inside_ratio_complete,inside_ratio_raw,environment_observed_grids,environment_grid_coverage,observed_building_grids,observed_building_fraction,environment_label_conflict_grids,environment_label_conflict_fraction,building_fraction,measured_outdoor_rows,candidate_target_grids,candidate_target_grid_coverage,excluded_target_on_building_grids,excluded_target_on_building_fraction,measured_outdoor_grids,measured_grid_coverage,multi_measurement_target_grids,multi_measurement_target_fraction,target_on_building_grids,target_on_building_fraction,rsp_dbm,gain_db_min,gain_db_max,gain_below_source_range_grids,gain_above_source_range_grids,gain_outside_source_range_fraction
382701,C:\Users\lyj\Desktop\PythonProject1\实测数据集\RSRPSet\rsrpset-dataset-16th-cpgmcm\upload_dataset\DATASET_part2.pickle,prepared,126,126,126,1.0,1.0,111,0.0346875,52,0.46846846846846846,0,0.0,0.46687498688697815,67,59,0.0184375,0,0.0,59,0.0184375,7,0.11864406779661017,0,0.0,12.2,-112.7,-88.2,0,0,0.0
286401,C:\Users\lyj\Desktop\PythonProject1\实测数据集\RSRPSet\rsrpset-dataset-16th-cpgmcm\upload_dataset\DATASET_part2.pickle,prepared,3101,3101,3101,1.0,1.0,1748,0.54625,771,0.44107551487414187,306,0.17505720823798626,0.46281251311302185,2144,1283,0.4009375,306,0.23850350740452064,977,0.3053125,555,0.5680655066530195,0,0.0,9.2,-130.2,-73.87,0,0,0.0
3125501,C:\Users\lyj\Desktop\PythonProject1\实测数据集\RSRPSet\rsrpset-dataset-16th-cpgmcm\upload_dataset\DATASET_part2.pickle,prepared,1945,1945,1945,1.0,1.0,1475,0.4609375,648,0.4393220338983051,92,0.062372881355932205,0.4334374964237213,1131,919,0.2871875,92,0.10010881392818281,827,0.2584375,167,0.20193470374848851,0,0.0,11.2,-133.7,-63.2,0,0,0.0
537901,C:\Users\lyj\Desktop\PythonProject1\实测数据集\RSRPSet\rsrpset-dataset-16th-cpgmcm\upload_dataset\DATASET_part2.pickle,prepared,874,874,874,1.0,1.0,725,0.2265625,272,0.37517241379310345,31,0.04275862068965517,0.28968751430511475,562,484,0.15125,31,0.0640495867768595,453,0.1415625,71,0.15673289183222958,0,0.0,9.2,-126.285,-77.7,0,0,0.0
330301,C:\Users\lyj\Desktop\PythonProject1\实测数据集\RSRPSet\rsrpset-dataset-16th-cpgmcm\upload_dataset\DATASET_part2.pickle,prepared,1564,1564,1564,1.0,1.0,1043,0.3259375,597,0.5723873441994247,168,0.1610738255033557,0.510937511920929,767,614,0.191875,168,0.2736156351791531,446,0.139375,106,0.23766816143497757,0,0.0,9.2,-133.7,-87.11,0,0,0.0
2946501,C:\Users\lyj\Desktop\PythonProject1\实测数据集\RSRPSet\rsrpset-dataset-16th-cpgmcm\upload_dataset\DATASET_part2.pickle,prepared,1165,1165,1165,1.0,1.0,985,0.3078125,604,0.6131979695431472,58,0.05888324873096447,0.6474999785423279,484,439,0.1371875,58,0.13211845102505695,381,0.1190625,41,0.10761154855643044,0,0.0,9.2,-128.87,-73.2,0,0,0.0
313301,C:\Users\lyj\Desktop\PythonProject1\实测数据集\RSRPSet\rsrpset-dataset-16th-cpgmcm\upload_dataset\DATASET_part2.pickle,prepared,1193,1193,1193,1.0,1.0,1107,0.3459375,365,0.3297199638663053,32,0.028906955736224028,0.35749998688697815,816,774,0.241875,32,0.041343669250646,742,0.231875,39,0.05256064690026954,0,0.0,9.2,-128.2,-64.87,0,0,0.0
3146901,C:\Users\lyj\Desktop\PythonProject1\实测数据集\RSRPSet\rsrpset-dataset-16th-cpgmcm\upload_dataset\DATASET_part2.pickle,prepared,1586,1586,1586,1.0,1.0,1149,0.3590625,672,0.5848563968668408,127,0.11053089643167972,0.4765625,757,604,0.18875,127,0.21026490066225165,477,0.1490625,109,0.22851153039832284,0,0.0,9.2,-148.7,-79.2,1,0,0.0020964360587002098
1644001,C:\Users\lyj\Desktop\PythonProject1\实测数据集\RSRPSet\rsrpset-dataset-16th-cpgmcm\upload_dataset\DATASET_part2.pickle,prepared,434,434,434,1.0,1.0,337,0.1053125,203,0.6023738872403561,40,0.11869436201780416,0.7728124856948853,203,174,0.054375,40,0.22988505747126436,134,0.041875,28,0.208955223880597,0,0.0,14.2,-129.7,-75.195,0,0,0.0
1218101,C:\Users\lyj\Desktop\PythonProject1\实测数据集\RSRPSet\rsrpset-dataset-16th-cpgmcm\upload_dataset\DATASET_part2.pickle,prepared,1719,1719,1719,1.0,1.0,1274,0.398125,587,0.46075353218210363,150,0.11773940345368916,0.4428125023841858,1032,837,0.2615625,150,0.17921146953405018,687,0.2146875,168,0.2445414847161572,0,0.0,14.2,-131.2,-80.37,0,0,0.0
2116401,C:\Users\lyj\Desktop\PythonProject1\实测数据集\RSRPSet\rsrpset-dataset-16th-cpgmcm\upload_dataset\DATASET_part2.pickle,prepared,1009,1009,1009,1.0,1.0,730,0.228125,294,0.40273972602739727,101,0.13835616438356163,0.25437501072883606,655,537,0.1678125,101,0.18808193668528864,436,0.13625,100,0.22935779816513763,0,0.0,9.2,-149.2,-72.06,1,0,0.0022935779816513763
1093101,C:\Users\lyj\Desktop\PythonProject1\实测数据集\RSRPSet\rsrpset-dataset-16th-cpgmcm\upload_dataset\DATASET_part2.pickle,prepared,1408,1408,1408,1.0,1.0,1182,0.369375,164,0.13874788494077833,62,0.05245346869712352,0.2224999964237213,1229,1080,0.3375,62,0.05740740740740741,1018,0.318125,134,0.13163064833005894,0,0.0,16.2,-130.53,-78.7,0,0,0.0
279901,C:\Users\lyj\Desktop\PythonProject1\实测数据集\RSRPSet\rsrpset-dataset-16th-cpgmcm\upload_dataset\DATASET_part2.pickle,prepared,908,908,908,1.0,1.0,592,0.185,281,0.47466216216216217,107,0.18074324324324326,0.20156249403953552,558,418,0.130625,107,0.25598086124401914,311,0.0971875,108,0.34726688102893893,0,0.0,16.2,-133.87,-83.2,0,0,0.0
2571601,C:\Users\lyj\Desktop\PythonProject1\实测数据集\RSRPSet\rsrpset-dataset-16th-cpgmcm\upload_dataset\DATASET_part2.pickle,prepared,801,801,801,1.0,1.0,773,0.2415625,156,0.2018111254851229,10,0.0129366106080207,0.2356249988079071,641,627,0.1959375,10,0.01594896331738437,617,0.1928125,14,0.022690437601296597,0,0.0,9.2,-130.2,-86.2,0,0,0.0
3092901,C:\Users\lyj\Desktop\PythonProject1\实测数据集\RSRPSet\rsrpset-dataset-16th-cpgmcm\upload_dataset\DATASET_part2.pickle,prepared,2042,2042,2042,1.0,1.0,1569,0.4903125,195,0.124282982791587,48,0.030592734225621414,0.20812499523162842,1828,1422,0.444375,48,0.03375527426160337,1374,0.429375,339,0.24672489082969432,0,0.0,12.2,-123.87,-78.06,0,0,0.0
2345601,C:\Users\lyj\Desktop\PythonProject1\实测数据集\RSRPSet\rsrpset-dataset-16th-cpgmcm\upload_dataset\DATASET_part2.pickle,prepared,1537,1537,1537,1.0,1.0,1253,0.3915625,302,0.24102154828411812,94,0.07501995211492418,0.19468750059604645,1200,1045,0.3265625,94,0.08995215311004785,951,0.2971875,144,0.15141955835962145,0,0.0,14.2,-139.2,-82.03,0,0,0.0
2381801,C:\Users\lyj\Desktop\PythonProject1\实测数据集\RSRPSet\rsrpset-dataset-16th-cpgmcm\upload_dataset\DATASET_part2.pickle,prepared,2223,2223,2223,1.0,1.0,1385,0.4328125,600,0.4332129963898917,229,0.16534296028880865,0.45750001072883606,1465,1014,0.316875,229,0.22583826429980275,785,0.2453125,274,0.3490445859872611,0,0.0,9.2,-126.7,-78.45,0,0,0.0
176601,C:\Users\lyj\Desktop\PythonProject1\实测数据集\RSRPSet\rsrpset-dataset-16th-cpgmcm\upload_dataset\DATASET_part2.pickle,prepared,815,815,815,1.0,1.0,796,0.24875,367,0.4610552763819096,2,0.002512562814070352,0.5603125095367432,442,431,0.1346875,2,0.004640371229698376,429,0.1340625,11,0.02564102564102564,0,0.0,6.2,-124.2,-79.95,0,0,0.0
1506201,C:\Users\lyj\Desktop\PythonProject1\实测数据集\RSRPSet\rsrpset-dataset-16th-cpgmcm\upload_dataset\DATASET_part2.pickle,prepared,1048,1048,1048,1.0,1.0,905,0.2828125,57,0.06298342541436464,7,0.0077348066298342545,0.1081250011920929,991,855,0.2671875,7,0.008187134502923977,848,0.265,126,0.14858490566037735,0,0.0,15.2,-121.2,-84.2,0,0,0.0
380601,C:\Users\lyj\Desktop\PythonProject1\实测数据集\RSRPSet\rsrpset-dataset-16th-cpgmcm\upload_dataset\DATASET_part2.pickle,prepared,1221,1221,1221,1.0,1.0,1019,0.3184375,254,0.2492639842983317,52,0.05103042198233562,0.18781250715255737,928,817,0.2553125,52,0.06364749082007344,765,0.2390625,100,0.13071895424836602,0,0.0,9.2,-117.53,-74.2,0,0,0.0
1031201,C:\Users\lyj\Desktop\PythonProject1\实测数据集\RSRPSet\rsrpset-dataset-16th-cpgmcm\upload_dataset\DATASET_part2.pickle,prepared,2264,2264,2264,1.0,1.0,1530,0.478125,801,0.5235294117647059,268,0.17516339869281045,0.5356249809265137,1292,997,0.3115625,268,0.2688064192577733,729,0.2278125,275,0.3772290809327846,0,0.0,18.2,-143.7,-83.87,0,0,0.0
1707501,C:\Users\lyj\Desktop\PythonProject1\实测数据集\RSRPSet\rsrpset-dataset-16th-cpgmcm\upload_dataset\DATASET_part2.pickle,prepared,2495,2495,2495,1.0,1.0,1836,0.57375,1063,0.5789760348583878,242,0.1318082788671024,0.6087499856948853,1235,1015,0.3171875,242,0.23842364532019705,773,0.2415625,184,0.23803363518758086,0,0.0,11.2,-123.87,-63.2,0,0,0.0
2960801,C:\Users\lyj\Desktop\PythonProject1\实测数据集\RSRPSet\rsrpset-dataset-16th-cpgmcm\upload_dataset\DATASET_part2.pickle,prepared,1800,1800,1800,1.0,1.0,1179,0.3684375,318,0.2697201017811705,139,0.11789652247667515,0.40562498569488525,1422,1000,0.3125,139,0.139,861,0.2690625,316,0.3670150987224158,0,0.0,9.2,-116.2,-71.63499999999999,0,0,0.0
2343401,C:\Users\lyj\Desktop\PythonProject1\实测数据集\RSRPSet\rsrpset-dataset-16th-cpgmcm\upload_dataset\DATASET_part2.pickle,prepared,1647,1647,1647,1.0,1.0,1257,0.3928125,717,0.5704057279236276,162,0.1288782816229117,0.6087499856948853,842,702,0.219375,162,0.23076923076923078,540,0.16875,115,0.21296296296296297,0,0.0,9.2,-129.7,-73.2,0,0,0.0
2026801,C:\Users\lyj\Desktop\PythonProject1\实测数据集\RSRPSet\rsrpset-dataset-16th-cpgmcm\upload_dataset\DATASET_part2.pickle,prepared,1534,1534,1534,1.0,1.0,1058,0.330625,557,0.5264650283553876,162,0.15311909262759923,0.4424999952316284,828,663,0.2071875,162,0.24434389140271492,501,0.1565625,109,0.21756487025948104,0,0.0,9.2,-127.2,-73.55,0,0,0.0
2349601,C:\Users\lyj\Desktop\PythonProject1\实测数据集\RSRPSet\rsrpset-dataset-16th-cpgmcm\upload_dataset\DATASET_part2.pickle,prepared,942,942,942,1.0,1.0,811,0.2534375,415,0.5117139334155364,22,0.027127003699136867,0.7137500047683716,479,418,0.130625,22,0.05263157894736842,396,0.12375,61,0.15404040404040403,0,0.0,12.2,-125.2,-87.53,0,0,0.0
234301,C:\Users\lyj\Desktop\PythonProject1\实测数据集\RSRPSet\rsrpset-dataset-16th-cpgmcm\upload_dataset\DATASET_part2.pickle,prepared,1441,1441,1441,1.0,1.0,1084,0.33875,568,0.5239852398523985,120,0.11070110701107011,0.5509374737739563,780,636,0.19875,120,0.18867924528301888,516,0.16125,111,0.21511627906976744,0,0.0,15.2,-136.53,-82.7,0,0,0.0
258701,C:\Users\lyj\Desktop\PythonProject1\实测数据集\RSRPSet\rsrpset-dataset-16th-cpgmcm\upload_dataset\DATASET_part2.pickle,prepared,1462,1462,1462,1.0,1.0,1129,0.3528125,443,0.39238263950398583,82,0.07263064658990256,0.47468748688697815,959,768,0.24,82,0.10677083333333333,686,0.214375,158,0.2303206997084548,0,0.0,14.2,-128.7,-82.755,0,0,0.0
183301,C:\Users\lyj\Desktop\PythonProject1\实测数据集\RSRPSet\rsrpset-dataset-16th-cpgmcm\upload_dataset\DATASET_part2.pickle,prepared,1678,1678,1678,1.0,1.0,984,0.3075,585,0.5945121951219512,239,0.24288617886178862,0.6290624737739563,889,638,0.199375,239,0.37460815047021945,399,0.1246875,137,0.3433583959899749,0,0.0,9.2,-123.7,-79.7,0,0,0.0
191401,C:\Users\lyj\Desktop\PythonProject1\实测数据集\RSRPSet\rsrpset-dataset-16th-cpgmcm\upload_dataset\DATASET_part2.pickle,prepared,1575,1575,1575,1.0,1.0,1025,0.3203125,292,0.2848780487804878,156,0.1521951219512195,0.1537500023841858,1206,889,0.2778125,156,0.17547806524184478,733,0.2290625,219,0.2987721691678035,0,0.0,9.2,-122.2,-76.2,0,0,0.0
2147701,C:\Users\lyj\Desktop\PythonProject1\实测数据集\RSRPSet\rsrpset-dataset-16th-cpgmcm\upload_dataset\DATASET_part2.pickle,prepared,827,827,827,1.0,1.0,652,0.20375,532,0.8159509202453987,51,0.07822085889570553,0.8787500262260437,184,171,0.0534375,51,0.2982456140350877,120,0.0375,13,0.10833333333333334,0,0.0,9.2,-117.2,-88.2,0,0,0.0
2024701,C:\Users\lyj\Desktop\PythonProject1\实测数据集\RSRPSet\rsrpset-dataset-16th-cpgmcm\upload_dataset\DATASET_part2.pickle,prepared,737,737,737,1.0,1.0,665,0.2078125,335,0.5037593984962406,12,0.01804511278195489,0.5356249809265137,367,342,0.106875,12,0.03508771929824561,330,0.103125,24,0.07272727272727272,0,0.0,12.2,-129.2,-78.45,0,0,0.0
274001,C:\Users\lyj\Desktop\PythonProject1\实测数据集\RSRPSet\rsrpset-dataset-16th-cpgmcm\upload_dataset\DATASET_part2.pickle,prepared,1531,1531,1531,1.0,1.0,1108,0.34625,0,0.0,0,0.0,0.0,1531,1108,0.34625,0,0.0,1108,0.34625,365,0.32942238267148016,0,0.0,14.2,-124.7,-74.96,0,0,0.0
2148201,C:\Users\lyj\Desktop\PythonProject1\实测数据集\RSRPSet\rsrpset-dataset-16th-cpgmcm\upload_dataset\DATASET_part2.pickle,prepared,897,897,897,1.0,1.0,771,0.2409375,150,0.19455252918287938,7,0.009079118028534372,0.12812499701976776,733,628,0.19625,7,0.011146496815286623,621,0.1940625,105,0.16908212560386474,0,0.0,11.2,-121.7,-74.6,0,0,0.0
1820801,C:\Users\lyj\Desktop\PythonProject1\实测数据集\RSRPSet\rsrpset-dataset-16th-cpgmcm\upload_dataset\DATASET_part2.pickle,prepared,1532,1532,1530,0.9986945169712794,0.9986945169712794,1225,0.3828125,512,0.4179591836734694,71,0.05795918367346939,0.43812501430511475,945,784,0.245,71,0.09056122448979592,713,0.2228125,136,0.19074333800841514,0,0.0,14.2,-134.7,-72.4,0,0,0.0
1811701,C:\Users\lyj\Desktop\PythonProject1\实测数据集\RSRPSet\rsrpset-dataset-16th-cpgmcm\upload_dataset\DATASET_part2.pickle,prepared,741,741,741,1.0,1.0,497,0.1553125,306,0.6156941649899397,102,0.2052313883299799,0.47437500953674316,358,293,0.0915625,102,0.34812286689419797,191,0.0596875,44,0.23036649214659685,0,0.0,14.0,-135.0,-84.39,0,0,0.0
2579801,C:\Users\lyj\Desktop\PythonProject1\实测数据集\RSRPSet\rsrpset-dataset-16th-cpgmcm\upload_dataset\DATASET_part2.pickle,prepared,747,747,747,1.0,1.0,476,0.14875,118,0.24789915966386555,69,0.14495798319327732,0.3799999952316284,615,427,0.1334375,69,0.16159250585480095,358,0.111875,135,0.3770949720670391,0,0.0,9.2,-114.2,-67.7,0,0,0.0
2361301,C:\Users\lyj\Desktop\PythonProject1\实测数据集\RSRPSet\rsrpset-dataset-16th-cpgmcm\upload_dataset\DATASET_part2.pickle,prepared,1349,1349,1349,1.0,1.0,1009,0.3153125,466,0.4618434093161546,136,0.13478691774033696,0.31156250834465027,785,679,0.2121875,136,0.20029455081001474,543,0.1696875,89,0.16390423572744015,0,0.0,9.2,-121.2,-87.4,0,0,0.0
1727301,C:\Users\lyj\Desktop\PythonProject1\实测数据集\RSRPSet\rsrpset-dataset-16th-cpgmcm\upload_dataset\DATASET_part2.pickle,prepared,420,420,420,1.0,1.0,356,0.11125,93,0.2612359550561798,26,0.07303370786516854,0.07531250268220901,317,289,0.0903125,26,0.08996539792387544,263,0.0821875,25,0.09505703422053231,0,0.0,9.2,-125.2,-76.7,0,0,0.0
1532201,C:\Users\lyj\Desktop\PythonProject1\实测数据集\RSRPSet\rsrpset-dataset-16th-cpgmcm\upload_dataset\DATASET_part2.pickle,prepared,1563,1563,1563,1.0,1.0,1179,0.3684375,351,0.29770992366412213,87,0.0737913486005089,0.26093751192092896,1159,915,0.2859375,87,0.09508196721311475,828,0.25875,196,0.23671497584541062,0,0.0,14.2,-128.7,-88.2,0,0,0.0
2149901,C:\Users\lyj\Desktop\PythonProject1\实测数据集\RSRPSet\rsrpset-dataset-16th-cpgmcm\upload_dataset\DATASET_part2.pickle,prepared,419,419,419,1.0,1.0,282,0.088125,173,0.6134751773049646,53,0.1879432624113475,0.19312499463558197,191,162,0.050625,53,0.3271604938271605,109,0.0340625,22,0.2018348623853211,0,0.0,11.2,-139.7,-81.75,0,0,0.0
1245401,C:\Users\lyj\Desktop\PythonProject1\实测数据集\RSRPSet\rsrpset-dataset-16th-cpgmcm\upload_dataset\DATASET_part2.pickle,prepared,1074,1074,1074,1.0,1.0,761,0.2378125,473,0.621550591327201,149,0.19579500657030224,0.7174999713897705,484,437,0.1365625,149,0.34096109839816935,288,0.09,46,0.1597222222222222,0,0.0,9.2,-118.61500000000001,-83.2,0,0,0.0
303801,C:\Users\lyj\Desktop\PythonProject1\实测数据集\RSRPSet\rsrpset-dataset-16th-cpgmcm\upload_dataset\DATASET_part2.pickle,prepared,1068,1068,1068,1.0,1.0,874,0.273125,143,0.16361556064073227,4,0.004576659038901602,0.08250000327825546,922,735,0.2296875,4,0.005442176870748299,731,0.2284375,175,0.2393980848153215,0,0.0,16.2,-120.2,-74.7,0,0,0.0
1869901,C:\Users\lyj\Desktop\PythonProject1\实测数据集\RSRPSet\rsrpset-dataset-16th-cpgmcm\upload_dataset\DATASET_part2.pickle,prepared,2189,2189,2189,1.0,1.0,1697,0.5303125,879,0.5179728933411903,189,0.11137301119622864,0.42250001430511475,1202,1007,0.3146875,189,0.18768619662363456,818,0.255625,163,0.19926650366748166,0,0.0,11.2,-134.2,-73.32,0,0,0.0
539001,C:\Users\lyj\Desktop\PythonProject1\实测数据集\RSRPSet\rsrpset-dataset-16th-cpgmcm\upload_dataset\DATASET_part2.pickle,prepared,1880,1880,1880,1.0,1.0,1350,0.421875,586,0.43407407407407406,121,0.08962962962962963,0.38624998927116394,1194,885,0.2765625,121,0.1367231638418079,764,0.23875,237,0.3102094240837696,0,0.0,16.2,-139.87,-78.035,0,0,0.0
226201,C:\Users\lyj\Desktop\PythonProject1\实测数据集\RSRPSet\rsrpset-dataset-16th-cpgmcm\upload_dataset\DATASET_part2.pickle,prepared,2953,2953,2953,1.0,1.0,1822,0.569375,796,0.43688254665203075,373,0.20472008781558726,0.3062500059604645,1908,1399,0.4371875,373,0.2666190135811294,1026,0.320625,338,0.32943469785575047,0,0.0,10.2,-126.2,-75.87,0,0,0.0
1473501,C:\Users\lyj\Desktop\PythonProject1\实测数据集\RSRPSet\rsrpset-dataset-16th-cpgmcm\upload_dataset\DATASET_part2.pickle,prepared,352,352,352,1.0,1.0,308,0.09625,68,0.22077922077922077,4,0.012987012987012988,0.1274999976158142,274,244,0.07625,4,0.01639344262295082,240,0.075,26,0.10833333333333334,0,0.0,16.2,-134.7,-87.7,0,0,0.0
156701,C:\Users\lyj\Desktop\PythonProject1\实测数据集\RSRPSet\rsrpset-dataset-16th-cpgmcm\upload_dataset\DATASET_part2.pickle,prepared,1202,1202,1202,1.0,1.0,749,0.2340625,495,0.6608811748998665,174,0.23230974632843793,0.5778124928474426,554,428,0.13375,174,0.40654205607476634,254,0.079375,68,0.2677165354330709,0,0.0,12.2,-133.7,-85.89,0,0,0.0
1720801,C:\Users\lyj\Desktop\PythonProject1\实测数据集\RSRPSet\rsrpset-dataset-16th-cpgmcm\upload_dataset\DATASET_part2.pickle,prepared,2290,2290,2290,1.0,1.0,1854,0.579375,335,0.18069039913700108,105,0.05663430420711974,0.17656250298023224,1918,1624,0.5075,105,0.06465517241379311,1519,0.4746875,258,0.16984858459512836,0,0.0,13.2,-127.7,-78.7,0,0,0.0
175401,C:\Users\lyj\Desktop\PythonProject1\实测数据集\RSRPSet\rsrpset-dataset-16th-cpgmcm\upload_dataset\DATASET_part2.pickle,prepared,5519,5519,5519,1.0,1.0,2938,0.918125,1239,0.42171545268890404,806,0.2743362831858407,0.43687498569488525,3973,2505,0.7828125,806,0.3217564870259481,1699,0.5309375,1205,0.709240729841083,0,0.0,10.2,-119.58,-76.31,0,0,0.0
2151101,C:\Users\lyj\Desktop\PythonProject1\实测数据集\RSRPSet\rsrpset-dataset-16th-cpgmcm\upload_dataset\DATASET_part2.pickle,prepared,2469,2469,2469,1.0,1.0,1860,0.58125,922,0.4956989247311828,265,0.1424731182795699,0.49656251072883606,1451,1203,0.3759375,265,0.2202826267664173,938,0.293125,203,0.21641791044776118,0,0.0,9.2,-122.7,-66.2,0,0,0.0
2139301,C:\Users\lyj\Desktop\PythonProject1\实测数据集\RSRPSet\rsrpset-dataset-16th-cpgmcm\upload_dataset\DATASET_part2.pickle,prepared,2151,2151,2151,1.0,1.0,1705,0.5328125,1264,0.7413489736070381,110,0.06451612903225806,0.6371874809265137,625,551,0.1721875,110,0.1996370235934664,441,0.1378125,59,0.13378684807256236,0,0.0,13.2,-133.7,-71.2,0,0,0.0
1437801,C:\Users\lyj\Desktop\PythonProject1\实测数据集\RSRPSet\rsrpset-dataset-16th-cpgmcm\upload_dataset\DATASET_part2.pickle,prepared,1210,1210,1210,1.0,1.0,987,0.3084375,366,0.3708206686930091,99,0.10030395136778116,0.3618749976158142,829,720,0.225,99,0.1375,621,0.1940625,102,0.1642512077294686,0,0.0,12.2,-122.7,-80.7,0,0,0.0
567501,C:\Users\lyj\Desktop\PythonProject1\实测数据集\RSRPSet\rsrpset-dataset-16th-cpgmcm\upload_dataset\DATASET_part2.pickle,prepared,93,93,93,1.0,1.0,90,0.028125,55,0.6111111111111112,1,0.011111111111111112,0.6568750143051147,36,36,0.01125,1,0.027777777777777776,35,0.0109375,0,0.0,0,0.0,16.2,-128.2,-104.7,0,0,0.0
2017901,C:\Users\lyj\Desktop\PythonProject1\实测数据集\RSRPSet\rsrpset-dataset-16th-cpgmcm\upload_dataset\DATASET_part2.pickle,prepared,576,576,576,1.0,1.0,514,0.160625,33,0.06420233463035019,1,0.0019455252918287938,0.08218750357627869,539,482,0.150625,1,0.002074688796680498,481,0.1503125,52,0.10810810810810811,0,0.0,9.2,-146.2,-71.6,0,0,0.0
2352201,C:\Users\lyj\Desktop\PythonProject1\实测数据集\RSRPSet\rsrpset-dataset-16th-cpgmcm\upload_dataset\DATASET_part2.pickle,prepared,413,413,413,1.0,1.0,344,0.1075,110,0.31976744186046513,23,0.06686046511627906,0.26906248927116394,292,257,0.0803125,23,0.08949416342412451,234,0.073125,32,0.13675213675213677,0,0.0,14.0,-131.0,-78.0,0,0,0.0
2151501,C:\Users\lyj\Desktop\PythonProject1\实测数据集\RSRPSet\rsrpset-dataset-16th-cpgmcm\upload_dataset\DATASET_part2.pickle,prepared,1860,1860,1860,1.0,1.0,1134,0.354375,683,0.6022927689594356,319,0.281305114638448,0.5874999761581421,1006,770,0.240625,319,0.4142857142857143,451,0.1409375,219,0.48558758314855877,0,0.0,9.2,-123.2,-82.09,0,0,0.0
154301,C:\Users\lyj\Desktop\PythonProject1\实测数据集\RSRPSet\rsrpset-dataset-16th-cpgmcm\upload_dataset\DATASET_part2.pickle,prepared,2074,2074,2074,1.0,1.0,1448,0.4525,850,0.5870165745856354,201,0.1388121546961326,0.5612499713897705,986,799,0.2496875,201,0.25156445556946183,598,0.186875,137,0.22909698996655517,0,0.0,9.2,-128.37,-78.2,0,0,0.0
2793901,C:\Users\lyj\Desktop\PythonProject1\实测数据集\RSRPSet\rsrpset-dataset-16th-cpgmcm\upload_dataset\DATASET_part2.pickle,prepared,1868,1868,1868,1.0,1.0,1328,0.415,803,0.6046686746987951,159,0.1197289156626506,0.542187511920929,832,684,0.21375,159,0.2324561403508772,525,0.1640625,114,0.21714285714285714,0,0.0,15.2,-135.7,-84.2,0,0,0.0
2776501,C:\Users\lyj\Desktop\PythonProject1\实测数据集\RSRPSet\rsrpset-dataset-16th-cpgmcm\upload_dataset\DATASET_part2.pickle,prepared,675,675,675,1.0,1.0,496,0.155,293,0.5907258064516129,28,0.056451612903225805,0.44999998807907104,332,231,0.0721875,28,0.12121212121212122,203,0.0634375,79,0.3891625615763547,0,0.0,9.2,-120.2,-74.77,0,0,0.0
3167001,C:\Users\lyj\Desktop\PythonProject1\实测数据集\RSRPSet\rsrpset-dataset-16th-cpgmcm\upload_dataset\DATASET_part2.pickle,prepared,1252,1252,1252,1.0,1.0,1054,0.329375,277,0.26280834914611007,51,0.04838709677419355,0.3084374964237213,935,828,0.25875,51,0.06159420289855073,777,0.2428125,93,0.11969111969111969,0,0.0,10.2,-148.7,-76.53,2,0,0.002574002574002574
2871801,C:\Users\lyj\Desktop\PythonProject1\实测数据集\RSRPSet\rsrpset-dataset-16th-cpgmcm\upload_dataset\DATASET_part2.pickle,prepared,2064,2064,2064,1.0,1.0,1297,0.4053125,644,0.49653045489591363,222,0.17116422513492677,0.4634374976158142,1257,875,0.2734375,222,0.2537142857142857,653,0.2040625,263,0.40275650842266464,0,0.0,16.2,-138.2,-90.60000000000001,0,0,0.0
2963601,C:\Users\lyj\Desktop\PythonProject1\实测数据集\RSRPSet\rsrpset-dataset-16th-cpgmcm\upload_dataset\DATASET_part2.pickle,prepared,2080,2080,2080,1.0,1.0,1462,0.456875,182,0.12448700410396717,57,0.03898768809849521,0.14656250178813934,1866,1337,0.4178125,57,0.04263275991024682,1280,0.4,432,0.3375,0,0.0,14.2,-126.37,-76.7,0,0,0.0
2553501,C:\Users\lyj\Desktop\PythonProject1\实测数据集\RSRPSet\rsrpset-dataset-16th-cpgmcm\upload_dataset\DATASET_part2.pickle,prepared,1434,1434,1434,1.0,1.0,1195,0.3734375,469,0.39246861924686194,74,0.06192468619246862,0.35343751311302185,907,800,0.25,74,0.0925,726,0.226875,102,0.14049586776859505,0,0.0,12.2,-129.7,-74.7,0,0,0.0
185201,C:\Users\lyj\Desktop\PythonProject1\实测数据集\RSRPSet\rsrpset-dataset-16th-cpgmcm\upload_dataset\DATASET_part2.pickle,prepared,2006,2006,2006,1.0,1.0,1517,0.4740625,525,0.34607778510217535,158,0.1041529334212261,0.30375000834465027,1406,1150,0.359375,158,0.1373913043478261,992,0.31,195,0.19657258064516128,0,0.0,12.2,-130.53,-70.53,0,0,0.0
1724901,C:\Users\lyj\Desktop\PythonProject1\实测数据集\RSRPSet\rsrpset-dataset-16th-cpgmcm\upload_dataset\DATASET_part2.pickle,prepared,2695,2695,2695,1.0,1.0,2047,0.6396875,940,0.4592085979482169,268,0.13092330239374694,0.5068749785423279,1643,1375,0.4296875,268,0.19490909090909092,1107,0.3459375,253,0.22854561878952123,0,0.0,9.2,-119.7,-73.2,0,0,0.0
2729201,C:\Users\lyj\Desktop\PythonProject1\实测数据集\RSRPSet\rsrpset-dataset-16th-cpgmcm\upload_dataset\DATASET_part2.pickle,prepared,1235,1235,1235,1.0,1.0,1075,0.3359375,31,0.02883720930232558,9,0.008372093023255815,0.10718750208616257,1202,1053,0.3290625,9,0.008547008547008548,1044,0.32625,146,0.13984674329501914,0,0.0,9.2,-147.2,-67.2,1,0,0.0009578544061302681
